MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;source_parameters_list;added_parameters_futc_1;removed_parameters_futc_1;changed_parameters_futc_1;added_parameters_futc_2;removed_parameters_futc_2;changed_parameters_futc_2;added_parameters_futc_3;removed_parameters_futc_3;changed_parameters_futc_3;added_parameters_futc_4;removed_parameters_futc_4;changed_parameters_futc_4;added_parameters_futc_5;removed_parameters_futc_5;changed_parameters_futc_5;added_parameters_futc_6;removed_parameters_futc_6;changed_parameters_futc_6
MR280;CONJUNCTIVE_CONTRACT;Test-13;8;4;7;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[];[headsets];[];[];[feature, os, term];[];[];[numberOfPlayers, selectedTypes];[];[];[price];[];[];[];[];[];[];[]
MR194;CONJUNCTIVE_EXTEND;Test-09;9;3;5;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[feature, headsets, vrSupport];[];[];[numberOfPlayers];[];[];[language];[];[];[];[];[];[];[];[];[];[];[]
MR219;CONJUNCTIVE_EXTEND;Test-10;9;4;5;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[selectedTypes];[];[];[os];[];[];[feature, playArea];[];[];[price];[];[];[];[];[];[];[];[]
MR220;CONJUNCTIVE_EXTEND;Test-10;9;2;5;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[os, playArea, selectedTypes];[];[];[feature, price];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR131;CONJUNCTIVE_CONTRACT;Test-07;7;3;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[];[feature, language, selectedTypes, term];[];[];[price];[];[];[tag];[];[];[];[];[];[];[];[];[];[]
MR179;CONJUNCTIVE_CONTRACT;Test-09;9;2;7;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[];[os, playArea, price, selectedTypes, tag];[];[];[input, term];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR117;CONJUNCTIVE_CONTRACT;Test-06;10;3;8;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[];[numberOfPlayers, price];[];[];[feature, headsets, input, playArea, term];[];[];[os];[];[];[];[];[];[];[];[];[];[]
MR35;CONJUNCTIVE_EXTEND;Test-02;8;1;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[feature, headsets, language, price, term, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR359;CONJUNCTIVE_EXTEND;Test-16;11;3;3;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[feature];[];[];[language];[];[];[os];[];[];[];[];[];[];[];[];[];[];[]
MR161;CONJUNCTIVE_CONTRACT;Test-08;11;3;9;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[];[numberOfPlayers, os, tag, term];[];[];[playArea, price, selectedTypes, vrSupport];[];[];[headsets];[];[];[];[];[];[];[];[];[];[]
MR147;CONJUNCTIVE_EXTEND;Test-07;7;3;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[input, os, playArea];[];[];[headsets, vrSupport];[];[];[numberOfPlayers];[];[];[];[];[];[];[];[];[];[];[]
MR269;CONJUNCTIVE_EXTEND;Test-12;9;2;5;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[headsets, input, playArea];[];[];[language, term];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR160;CONJUNCTIVE_CONTRACT;Test-08;11;3;9;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[];[numberOfPlayers, os, playArea, price, tag, term, vrSupport];[];[];[selectedTypes];[];[];[headsets];[];[];[];[];[];[];[];[];[];[]
MR164;CONJUNCTIVE_CONTRACT;Test-08;11;3;9;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[];[vrSupport];[];[];[headsets, numberOfPlayers, playArea, price, selectedTypes, tag, term];[];[];[os];[];[];[];[];[];[];[];[];[];[]
MR59;CONJUNCTIVE_CONTRACT;Test-03;11;4;10;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[];[input, language, playArea, selectedTypes, vrSupport];[];[];[feature, numberOfPlayers, tag];[];[];[headsets];[];[];[term];[];[];[];[];[];[];[]
MR90;CONJUNCTIVE_CONTRACT;Test-05;7;4;6;[price, specialOffers, selectedTypes, numberOfPlayers, vrSupport, os, language];[];[language, numberOfPlayers, vrSupport];[];[];[selectedTypes];[];[];[price];[];[];[os];[];[];[];[];[];[];[]
MR204;CONJUNCTIVE_CONTRACT;Test-10;9;3;7;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[];[input, numberOfPlayers, tag, term];[];[];[headsets];[];[];[language, vrSupport];[];[];[];[];[];[];[];[];[];[]
MR115;CONJUNCTIVE_CONTRACT;Test-06;10;2;8;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[];[headsets, input, numberOfPlayers, os, playArea, price];[];[];[feature, term];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR278;CONJUNCTIVE_CONTRACT;Test-13;8;4;7;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[];[feature, headsets, os];[];[];[numberOfPlayers, price];[];[];[selectedTypes];[];[];[term];[];[];[];[];[];[];[]
MR84;SHUFFLING_CONTRACT;Test-04;6;1;1;[sortBy, price, specialOffers, tag, numberOfPlayers, feature];[];[sortBy];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR188;CONJUNCTIVE_EXTEND;Test-09;9;2;5;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[feature, headsets, language, vrSupport];[];[];[numberOfPlayers];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR38;CONJUNCTIVE_EXTEND;Test-02;8;2;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[feature, language, price, term, vrSupport];[];[];[headsets];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR230;CONJUNCTIVE_CONTRACT;Test-11;10;1;8;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[];[feature, headsets, input, os, playArea, price, selectedTypes, tag];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR15;CONJUNCTIVE_EXTEND;Test-01;8;4;6;[term, sortBy, price, specialOffers, feature, vrSupport, headsets, language];[os];[];[];[selectedTypes];[];[];[input, numberOfPlayers, tag];[];[];[playArea];[];[];[];[];[];[];[];[]
MR381;CONJUNCTIVE_EXTEND;Test-17;6;3;7;[term, specialOffers, feature, vrSupport, os, language];[input, numberOfPlayers, playArea, price, selectedTypes];[];[];[tag];[];[];[headsets];[];[];[];[];[];[];[];[];[];[];[]
MR36;CONJUNCTIVE_EXTEND;Test-02;8;3;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[headsets, price, term, vrSupport];[];[];[language];[];[];[feature];[];[];[];[];[];[];[];[];[];[];[]
MR364;SHUFFLING_EXTEND;Test-16;11;1;1;[term, sortBy:lowestPrice, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[];[];[sortBy:relevance];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR119;CONJUNCTIVE_CONTRACT;Test-06;10;3;8;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[];[feature, headsets, input, numberOfPlayers, term];[];[];[os];[];[];[playArea, price];[];[];[];[];[];[];[];[];[];[]
MR181;CONJUNCTIVE_CONTRACT;Test-09;9;2;7;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[];[input, playArea];[];[];[os, price, selectedTypes, tag, term];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR11;CONJUNCTIVE_EXTEND;Test-01;8;3;6;[term, sortBy, price, specialOffers, feature, vrSupport, headsets, language];[input, numberOfPlayers, playArea];[];[];[os, selectedTypes];[];[];[tag];[];[];[];[];[];[];[];[];[];[];[]
MR39;CONJUNCTIVE_EXTEND;Test-02;8;3;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[feature];[];[];[language, price, term];[];[];[headsets, vrSupport];[];[];[];[];[];[];[];[];[];[];[]
MR77;CONJUNCTIVE_EXTEND;Test-04;6;4;8;[sortBy, price, specialOffers, tag, numberOfPlayers, feature];[input, os, playArea, term];[];[];[headsets, vrSupport];[];[];[language];[];[];[selectedTypes];[];[];[];[];[];[];[];[]
MR346;CONJUNCTIVE_CONTRACT;Test-16;11;3;9;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[];[headsets, numberOfPlayers, playArea, price, selectedTypes, tag, vrSupport];[];[];[input];[];[];[term];[];[];[];[];[];[];[];[];[];[]
MR192;CONJUNCTIVE_EXTEND;Test-09;9;2;5;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[feature, language, numberOfPlayers, vrSupport];[];[];[headsets];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR105;SHUFFLING_EXTEND;Test-05;7;2;2;[price, specialOffers, selectedTypes, numberOfPlayers, vrSupport, os, language];[sortBy:relevance];[];[];[];[];[sortBy:releaseDate];[];[];[];[];[];[];[];[];[];[];[];[]
MR67;CONJUNCTIVE_CONTRACT;Test-04;6;3;4;[sortBy, price, specialOffers, tag, numberOfPlayers, feature];[];[price];[];[];[tag];[];[];[feature, numberOfPlayers];[];[];[];[];[];[];[];[];[];[]
MR271;SHUFFLING_EXTEND;Test-12;9;2;2;[sortBy:lowestPrice, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[];[];[sortBy:relevance];[];[];[sortBy:releaseDate];[];[];[];[];[];[];[];[];[];[];[];[]
MR348;CONJUNCTIVE_CONTRACT;Test-16;11;2;9;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[];[headsets, numberOfPlayers, playArea, price, tag];[];[];[input, selectedTypes, term, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR13;CONJUNCTIVE_EXTEND;Test-01;8;3;6;[term, sortBy, price, specialOffers, feature, vrSupport, headsets, language];[playArea, selectedTypes];[];[];[numberOfPlayers, os, tag];[];[];[input];[];[];[];[];[];[];[];[];[];[];[]
MR130;CONJUNCTIVE_CONTRACT;Test-07;7;1;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[];[feature, language, price, selectedTypes, tag, term];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR312;CONJUNCTIVE_EXTEND;Test-14;9;3;5;[term, sortBy, specialOffers, selectedTypes, feature, vrSupport, playArea, os, language];[headsets, numberOfPlayers];[];[];[price, tag];[];[];[input];[];[];[];[];[];[];[];[];[];[];[]
MR107;CONJUNCTIVE_CONTRACT;Test-06;10;2;8;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[];[feature, headsets, input, os, playArea, price, term];[];[];[numberOfPlayers];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR343;CONJUNCTIVE_EXTEND;Test-15;8;3;6;[term, sortBy, specialOffers, numberOfPlayers, feature, vrSupport, input, playArea];[language, tag];[];[];[os, price, selectedTypes];[];[];[headsets];[];[];[];[];[];[];[];[];[];[];[]
MR150;CONJUNCTIVE_EXTEND;Test-07;7;4;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[input];[];[];[headsets];[];[];[os, playArea, vrSupport];[];[];[numberOfPlayers];[];[];[];[];[];[];[];[]
MR55;CONJUNCTIVE_CONTRACT;Test-03;11;2;10;[term, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, headsets, input, playArea, language];[];[feature, input, language, playArea, selectedTypes, vrSupport];[];[];[headsets, numberOfPlayers, tag, term];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR382;CONJUNCTIVE_EXTEND;Test-17;6;4;7;[term, specialOffers, feature, vrSupport, os, language];[selectedTypes];[];[];[playArea, price, tag];[];[];[input, numberOfPlayers];[];[];[headsets];[];[];[];[];[];[];[];[]
MR295;CONJUNCTIVE_EXTEND;Test-13;8;2;5;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[input, language, playArea];[];[];[tag, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR156;CONJUNCTIVE_CONTRACT;Test-08;11;4;9;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[];[numberOfPlayers, os, tag, term, vrSupport];[];[];[headsets];[];[];[price, selectedTypes];[];[];[playArea];[];[];[];[];[];[];[]
MR293;CONJUNCTIVE_EXTEND;Test-13;8;2;5;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[playArea];[];[];[input, language, tag, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR73;CONJUNCTIVE_EXTEND;Test-04;6;1;8;[sortBy, price, specialOffers, tag, numberOfPlayers, feature];[headsets, input, language, os, playArea, selectedTypes, term, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR373;CONJUNCTIVE_CONTRACT;Test-17;6;3;5;[term, specialOffers, feature, vrSupport, os, language];[];[feature, language, term];[];[];[vrSupport];[];[];[os];[];[];[];[];[];[];[];[];[];[]
MR211;CONJUNCTIVE_CONTRACT;Test-10;9;4;7;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[];[numberOfPlayers, tag, term];[];[];[input];[];[];[headsets, language];[];[];[vrSupport];[];[];[];[];[];[];[]
MR332;CONJUNCTIVE_EXTEND;Test-15;8;2;6;[term, sortBy, specialOffers, numberOfPlayers, feature, vrSupport, input, playArea];[headsets, language, os, selectedTypes, tag];[];[];[price];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR358;CONJUNCTIVE_EXTEND;Test-16;11;1;3;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[feature, language, os];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR94;CONJUNCTIVE_CONTRACT;Test-05;7;2;6;[price, specialOffers, selectedTypes, numberOfPlayers, vrSupport, os, language];[];[language, numberOfPlayers, os, price, selectedTypes];[];[];[vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR171;CONJUNCTIVE_EXTEND;Test-08;11;2;3;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[feature, language];[];[];[input];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR197;CONJUNCTIVE_EXTEND;Test-09;9;4;5;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[language];[];[];[feature, numberOfPlayers];[];[];[headsets];[];[];[vrSupport];[];[];[];[];[];[];[];[]
MR18;CONJUNCTIVE_EXTEND;Test-01;8;2;6;[term, sortBy, price, specialOffers, feature, vrSupport, headsets, language];[input, numberOfPlayers, os, playArea, selectedTypes];[];[];[tag];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR341;CONJUNCTIVE_EXTEND;Test-15;8;2;6;[term, sortBy, specialOffers, numberOfPlayers, feature, vrSupport, input, playArea];[headsets, price, tag];[];[];[language, os, selectedTypes];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR216;CONJUNCTIVE_EXTEND;Test-10;9;2;5;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[os, playArea, price, selectedTypes];[];[];[feature];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR365;DISJOINT_EXTEND;Test-16;11;5;5;[term, sortBy, price, specialOffers, tag, selectedTypes:downloableContent, numberOfPlayers, vrSupport, headsets, input, playArea];[];[];[selectedTypes:games];[];[];[selectedTypes:software];[];[];[selectedTypes:demos];[];[];[selectedTypes:soundtracks];[];[];[selectedTypes:videos];[];[];[]
MR86;CONJUNCTIVE_CONTRACT;Test-05;7;1;6;[price, specialOffers, selectedTypes, numberOfPlayers, vrSupport, os, language];[];[language, numberOfPlayers, os, price, selectedTypes, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR217;CONJUNCTIVE_EXTEND;Test-10;9;2;5;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[playArea, selectedTypes];[];[];[feature, os, price];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR91;CONJUNCTIVE_CONTRACT;Test-05;7;2;6;[price, specialOffers, selectedTypes, numberOfPlayers, vrSupport, os, language];[];[language, numberOfPlayers, price, vrSupport];[];[];[os, selectedTypes];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR263;CONJUNCTIVE_EXTEND;Test-12;9;3;5;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[headsets];[];[];[input, playArea, term];[];[];[language];[];[];[];[];[];[];[];[];[];[];[]
MR126;CONJUNCTIVE_EXTEND;Test-06;10;2;4;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[language, tag, vrSupport];[];[];[selectedTypes];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR9;CONJUNCTIVE_CONTRACT;Test-01;8;2;6;[term, sortBy, price, specialOffers, feature, vrSupport, headsets, language];[];[headsets, price, term, vrSupport];[];[];[feature, language];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR151;CONJUNCTIVE_EXTEND;Test-07;7;2;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[input, numberOfPlayers, playArea, vrSupport];[];[];[headsets, os];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR360;CONJUNCTIVE_EXTEND;Test-16;11;2;3;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[feature, language];[];[];[os];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR68;CONJUNCTIVE_CONTRACT;Test-04;6;4;4;[sortBy, price, specialOffers, tag, numberOfPlayers, feature];[];[tag];[];[];[price];[];[];[numberOfPlayers];[];[];[feature];[];[];[];[];[];[];[]
MR198;CONJUNCTIVE_EXTEND;Test-09;9;2;5;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[feature];[];[];[headsets, language, numberOfPlayers, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR141;CONJUNCTIVE_EXTEND;Test-07;7;4;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[input, playArea];[];[];[headsets, vrSupport];[];[];[os];[];[];[numberOfPlayers];[];[];[];[];[];[];[];[]
MR248;CONJUNCTIVE_CONTRACT;Test-12;9;2;7;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[];[feature, os, vrSupport];[];[];[numberOfPlayers, price, selectedTypes, tag];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR44;SHUFFLING_CONTRACT;Test-02;8;1;1;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[];[sortBy];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR166;CONJUNCTIVE_CONTRACT;Test-08;11;4;9;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[];[playArea, price, tag, vrSupport];[];[];[numberOfPlayers];[];[];[headsets, os, term];[];[];[selectedTypes];[];[];[];[];[];[];[]
MR87;CONJUNCTIVE_CONTRACT;Test-05;7;2;6;[price, specialOffers, selectedTypes, numberOfPlayers, vrSupport, os, language];[];[language, numberOfPlayers, price, selectedTypes, vrSupport];[];[];[os];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR135;CONJUNCTIVE_CONTRACT;Test-07;7;2;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[];[feature, price];[];[];[language, selectedTypes, tag, term];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR326;CONJUNCTIVE_CONTRACT;Test-15;8;2;6;[term, sortBy, specialOffers, numberOfPlayers, feature, vrSupport, input, playArea];[];[feature, input, numberOfPlayers, term, vrSupport];[];[];[playArea];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR270;SHUFFLING_CONTRACT;Test-12;9;1;1;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[];[sortBy];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR242;CONJUNCTIVE_EXTEND;Test-11;10;2;4;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[language, numberOfPlayers, vrSupport];[];[];[term];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR238;CONJUNCTIVE_EXTEND;Test-11;10;1;4;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[language, numberOfPlayers, term, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR81;CONJUNCTIVE_EXTEND;Test-04;6;4;8;[sortBy, price, specialOffers, tag, numberOfPlayers, feature];[os];[];[];[headsets];[];[];[language];[];[];[input, playArea, selectedTypes, term, vrSupport];[];[];[];[];[];[];[];[]
MR98;CONJUNCTIVE_EXTEND;Test-05;7;2;6;[price, specialOffers, selectedTypes, numberOfPlayers, vrSupport, os, language];[headsets, input, playArea, tag, term];[];[];[feature];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR0;CONJUNCTIVE_CONTRACT;Test-01;8;1;6;[term, sortBy, price, specialOffers, feature, vrSupport, headsets, language];[];[feature, headsets, language, price, term, vrSupport];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR72;CONJUNCTIVE_CONTRACT;Test-04;6;3;4;[sortBy, price, specialOffers, tag, numberOfPlayers, feature];[];[numberOfPlayers];[];[];[price];[];[];[feature, tag];[];[];[];[];[];[];[];[];[];[]
MR289;CONJUNCTIVE_EXTEND;Test-13;8;2;5;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[vrSupport];[];[];[input, language, playArea, tag];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR215;CONJUNCTIVE_CONTRACT;Test-10;9;4;7;[term, sortBy, specialOffers, tag, numberOfPlayers, vrSupport, headsets, input, language];[];[language, vrSupport];[];[];[term];[];[];[numberOfPlayers, tag];[];[];[headsets, input];[];[];[];[];[];[];[]
MR250;CONJUNCTIVE_CONTRACT;Test-12;9;2;7;[sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, feature, vrSupport, os];[];[feature, numberOfPlayers, os, selectedTypes, tag, vrSupport];[];[];[price];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR146;CONJUNCTIVE_EXTEND;Test-07;7;3;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[input, os];[];[];[headsets, playArea, vrSupport];[];[];[numberOfPlayers];[];[];[];[];[];[];[];[];[];[];[]
MR125;CONJUNCTIVE_EXTEND;Test-06;10;3;4;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[language, tag];[];[];[vrSupport];[];[];[selectedTypes];[];[];[];[];[];[];[];[];[];[];[]
MR337;CONJUNCTIVE_EXTEND;Test-15;8;2;6;[term, sortBy, specialOffers, numberOfPlayers, feature, vrSupport, input, playArea];[language, price, selectedTypes];[];[];[headsets, os, tag];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR168;CONJUNCTIVE_EXTEND;Test-08;11;2;3;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, playArea, os];[language];[];[];[feature, input];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR351;CONJUNCTIVE_CONTRACT;Test-16;11;3;9;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[];[headsets, numberOfPlayers, tag, term];[];[];[playArea, price, selectedTypes, vrSupport];[];[];[input];[];[];[];[];[];[];[];[];[];[]
MR66;CONJUNCTIVE_CONTRACT;Test-04;6;1;4;[sortBy, price, specialOffers, tag, numberOfPlayers, feature];[];[feature, numberOfPlayers, price, tag];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR237;CONJUNCTIVE_CONTRACT;Test-11;10;2;8;[sortBy, price, specialOffers, tag, selectedTypes, feature, headsets, input, playArea, os];[];[feature, headsets, input, os, playArea, price, selectedTypes];[];[];[tag];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR187;CONJUNCTIVE_CONTRACT;Test-09;9;3;7;[term, sortBy, price, specialOffers, tag, selectedTypes, input, playArea, os];[];[term];[];[];[input, os, playArea, price, tag];[];[];[selectedTypes];[];[];[];[];[];[];[];[];[];[]
MR138;CONJUNCTIVE_CONTRACT;Test-07;7;3;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[];[feature, language, selectedTypes, tag];[];[];[term];[];[];[price];[];[];[];[];[];[];[];[];[];[]
MR139;CONJUNCTIVE_CONTRACT;Test-07;7;2;6;[term, price, specialOffers, tag, selectedTypes, feature, language];[];[language, price, selectedTypes, tag, term];[];[];[feature];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR109;CONJUNCTIVE_CONTRACT;Test-06;10;3;8;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[];[feature, headsets, input, numberOfPlayers, price];[];[];[os, term];[];[];[playArea];[];[];[];[];[];[];[];[];[];[]
MR104;CONJUNCTIVE_EXTEND;Test-05;7;3;6;[price, specialOffers, selectedTypes, numberOfPlayers, vrSupport, os, language];[feature, input, term];[];[];[tag];[];[];[headsets, playArea];[];[];[];[];[];[];[];[];[];[];[]
MR277;CONJUNCTIVE_CONTRACT;Test-13;8;3;7;[term, price, specialOffers, selectedTypes, numberOfPlayers, feature, headsets, os];[];[numberOfPlayers];[];[];[selectedTypes, term];[];[];[feature, headsets, os, price];[];[];[];[];[];[];[];[];[];[]
MR89;CONJUNCTIVE_CONTRACT;Test-05;7;3;6;[price, specialOffers, selectedTypes, numberOfPlayers, vrSupport, os, language];[];[language, os];[];[];[numberOfPlayers, price, selectedTypes];[];[];[vrSupport];[];[];[];[];[];[];[];[];[];[]
MR40;CONJUNCTIVE_EXTEND;Test-02;8;3;6;[sortBy, specialOffers, tag, selectedTypes, numberOfPlayers, input, playArea, os];[feature, price];[];[];[headsets, language, vrSupport];[];[];[term];[];[];[];[];[];[];[];[];[];[];[]
MR74;CONJUNCTIVE_EXTEND;Test-04;6;2;8;[sortBy, price, specialOffers, tag, numberOfPlayers, feature];[headsets, language, os, playArea, selectedTypes, term, vrSupport];[];[];[input];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR85;SHUFFLING_EXTEND;Test-04;6;4;4;[sortBy:relevance, price, specialOffers, tag, numberOfPlayers, feature];[];[];[sortBy:releaseDate];[];[];[sortBy:name];[];[];[sortBy:lowestPrice];[];[];[sortBy:highestPrice];[];[];[];[];[];[]
MR108;CONJUNCTIVE_CONTRACT;Test-06;10;2;8;[term, sortBy, price, specialOffers, numberOfPlayers, feature, headsets, input, playArea, os];[];[feature, headsets, input, numberOfPlayers, os, price, term];[];[];[playArea];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR354;CONJUNCTIVE_CONTRACT;Test-16;11;4;9;[term, sortBy, price, specialOffers, tag, selectedTypes, numberOfPlayers, vrSupport, headsets, input, playArea];[];[price];[];[];[playArea];[];[];[input, numberOfPlayers, selectedTypes, tag, term];[];[];[headsets, vrSupport];[];[];[];[];[];[];[]
